"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",sahyadrivalleycollege.com,,
"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",agce.edu.in,,
"Samarth Group of Institutions, Bangarwadi, Post Belhe Tal. Junnar Dist. Pune",sreir.org,,
"Samridhi Sarwajanik Charitable Trust, Jhulelal Institute of Technology, Nagpur",jitnagpur.edu.in,,
"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",siem.sandipfoundation.org,,
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",sandipfoundation.org,,
"Sanghavi College of Engineering, Varvandi, Nashik.",engineering.shreemahavir.org,,
Sanjay Ghodawat Institute,www.sginstitute.in,,
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",www.sanjivanicoe.org.in,,
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",srpce.ac.in,,
"Sanmarg Shikshan Sanstha, Mandukarrao Pandav College of Engineering, Bhandara",mpcoe.edu.in,,
"Sanmati Engineering College, Sawargaon Barde, Washim",sanmati.edu.in,,
"Sant Gadge Baba Amravati University,Amravati",sgbau.ac.in,,
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",sgmcoe.com,,
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",www.sce.edu.in,,
"Saraswati Education Society, Yadavrao Tasgaonkar Institute of Engineering & Technology, Karjat",www.ytiem.edu.in,,
"Sardar Patel College of Engineering, Andheri",www.spce.ac.in,,
"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",www.sbpatilengg.com,,
"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",www.agpit.edu.in,,
"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",www.sitcoe.org,,
"Shetkari Shikshan Mandal's Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli",www.pvpitsangli.edu.in,,
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",www.sjcem.edu.in,,
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",shivgangavtc.org,,
"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",www.svpm.org.in,,
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",www.sbte.org.in,,
"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi","https://vidyarthimitra.org/colleges/Shree-Gajanan-Maharaj-Shikshan-Prasarak-Manda-l-Sharadchandra-Pawar-College-of-Engineering,-Dumbarwadi#google_vignette",,
"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",www.slrtce.in,,
"Shree Ramchandra College of Engineering, Lonikand,Pune",www.srcoe.org,,
"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",www.sskiet.com,,
"Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly",prppolytechnic.com,,
Shree Siddheshwar Women's College Of Engineering Solapur.,sswcoe.edu.in,,
"Shree Tuljabhavani College of Engineering, Tuljapur",www.stbcet.org,,
"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",www.shreeyash.ac.in,,
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",www.sggs.ac.in,,
"Shri Hanuman Vyayam Prasarak Mandals College of Engineering & Technology, Amravati",www.hvpmcoet.in,,
"Shri Ramdeobaba College of Engineering and Management, Nagpur",www.rknec.edu,,
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",www.ssgmce.ac.in,,
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",www.ssgmce.ac.in,,
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",www.ssvpsengg.ac.in,,
"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",www.svkm.ac.in,,
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",www.djsce.ac.in,,
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",www.sveri.ac.in,,
"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",www.sbgi.edu.in,,
"Shri. Balasaheb Mane Shikshan Prasarak Mandal's, Ashokrao Mane Group of Institutions",www.amgoi.org,,
"Shri. Dadasaheb Gawai Charitable Trust's Dr. Smt. Kamaltai Gawai Institute of Engineering & Technology, Darapur, Amravati",www.kgiiet.org,,
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",www.sjrit.org,,
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",www.nit.edu.in,,
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",https://www.secsomeshwar.ac.in/,,
"Shriram Gram Vikas Shikshan Sanstha, Vilasrao Deshmukh College of Engineering and Technology, Nagpur",www.vdcet.org,,
"Shriram Institute Of Engineering & Technology, (Poly), Paniv",https://sietpaniv.org/,,
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",www.siddhantcoe.com,,
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",https://stc.org.in/,,
"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",www.sinhgad.edu,,
"Sinhgad College of Engineering, Vadgaon (BK), Pune",www.sinhgad.edu,,
Sinhgad Institute of Technology,www.sinhgad.edu,,
"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",www.sinhgad.edu,,
"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",www.sinhgad.edu,,
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",www.sipnaengg.ac.in,,
"Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology, Management & Research, Nagpur",www.sbjit.edu.in,,
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",www.sigce.edu.in,,
"St. Francis Institute of Technology,Borivali, Mumbai",www.sfit.ac.in,,
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",www.srttc.ac.in,,
"Suryodaya College of Engineering & Technology, Nagpur",www.suryodaya.ac.in,,
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",https://www.bsiet.org/,,
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",https://ssitngp.in/,,
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",www.jtmcoef.ac.in,,
"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",www.tssm.edu.in,,
"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",www.pvpittssm.edu.in,,
"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",www.tkietwarana.ac.in,,
"Terna Engineering College, Nerul, Navi Mumbai",www.ternaengg.ac.in,,
"Terna Public Charitable Trust's College of Engineering, Osmanabad",www.ternatrust.org,,
"Thadomal Shahani Engineering College, Bandra, Mumbai",www.tsec.edu,,
"Thakur College of Engineering and Technology, Kandivali, Mumbai",www.tcetmumbai.in,,
"Universal College of Engineering & Research, Sasewadi",www.ucoe.ac.in,,
"Universal College of Engineering,Kaman Dist. Palghar",www.ucoepalghar.ac.in,,
"University Department of Chemical Technology, Aurangabad",www.bamu.ac.in,,
"University Institute of Chemical Technology, North Maharashtra University, Jalgaon",www.nmu.ac.in,,
"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",www.umit.ac.in,,
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",https://vmitgpg.com/lander,,
"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",https://vpmmpcoe.org/mpcoenew/,,
"Vardhaman Education & Welfare Society, Ahinsa Institute of Technology, Post. Dondaicha, Dhule",https://ahinsainstituteoftechnology.in/Main/,,
"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",pvppcoe.ac.in,,
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",vjti.ac.in,,
"Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology, Nagpur",https://www.tgpcet.com/,,
"Vidya Niketan College of Engineering, Bota Sangamner",https://vidyaniketanglobal.com/,,
"Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",https://www.vpscet.in/,,
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",vpkbiet.org,,
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Not available,,
"Vidyalankar Institute of Technology,Wadala, Mumbai",vit.edu.in,,
"Vidyavardhini's College of Engineering and Technology, Vasai",https://vcet.edu.in/,,
"Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",http://jondhleengg.org/,,
"Vilasrao Deshmukh Foundation Group of Institutions, Latur",https://www.vdfengineering.co.in/,,
"Vishwabharati Academy's College of Engineering, Ahmednagar",https://vacoea.com/,,
"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",https://vishwaniketan.edu.in/,,
"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",https://www.vishwatmakengg.in/,,
"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",https://plit.ac.in/,,
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",ves.ac.in/vesit,,
"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",https://www.watumull.edu/2024/index.php,,
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",https://www.wcem.in/,,
"Walchand College of Engineering, Sangli",walchandsangli.ac.in,,
"Walchand Institute of Technology, Solapur",witsolapur.org,,
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",xavierengg.com,,
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,https://ybit.ac.in/,,
Yadavrao Tasgaonkar College of Engineering & Management,ytcem.com,,
"Yashoda Technical Campus, Wadhe, Satara.",https://www.yes.edu.in/,,
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",ycce.edu,,
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",zealeducation.com,,
